20:09:14 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.947622
20:09:19 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.953752
20:09:24 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.947622
20:09:29 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.966010
20:09:34 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:09:40 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:09:45 11/19/2013,16.307692,5.000000,0.153229,-0.306458,9.947622
20:09:50 11/19/2013,16.461538,5.000000,0.159358,-0.306458,9.953752
20:10:11 11/19/2013,16.000000,5.000000,0.158904,-0.306458,9.959881
20:10:17 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:10:22 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.953752
20:10:27 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.953752
20:10:32 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:10:37 11/19/2013,16.000000,5.000000,0.159358,-0.318716,9.959881
20:10:42 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.941494
20:10:48 11/19/2013,14.461538,2.500000,0.380008,-0.079679,9.904718
20:10:53 11/19/2013,9.769231,5.000000,-0.140971,6.503034,7.091433
20:10:59 11/19/2013,9.923077,5.000000,0.113503,6.571816,7.099604
20:11:05 11/19/2013,8.384615,5.000000,-0.754358,6.671350,6.966021
20:11:11 11/19/2013,8.230769,5.000000,0.502591,7.679832,5.620437
20:11:17 11/19/2013,4.444445,5.000000,-0.134841,8.825988,3.469102
20:11:22 11/19/2013,4.160000,5.000000,-0.790661,8.642111,3.561040
20:11:28 11/19/2013,9.600000,5.000000,0.416783,4.645902,8.464367
20:11:33 11/19/2013,10.000000,5.000000,0.962278,4.443640,8.697275
20:11:38 11/19/2013,10.000000,5.000000,1.146152,4.449769,8.666630
20:11:44 11/19/2013,10.000000,5.000000,1.305511,4.443640,8.660501
20:11:49 11/19/2013,10.000000,5.000000,1.360673,4.419123,8.654371
20:11:54 11/19/2013,10.000000,5.000000,1.544547,4.437510,8.568563
20:12:00 11/19/2013,10.000000,5.000000,1.599710,4.523318,8.531788
20:12:05 11/19/2013,10.000000,5.000000,1.814230,4.578481,8.537917
20:12:10 11/19/2013,10.000000,5.000000,1.844875,4.578481,8.482755
20:12:16 11/19/2013,10.320000,5.000000,1.924555,4.553964,8.470495
20:12:21 11/19/2013,10.000000,5.000000,1.930684,4.590739,8.403075
20:12:26 11/19/2013,10.000000,5.000000,1.844876,4.590739,8.495013
20:12:32 11/19/2013,10.000000,5.000000,1.906167,4.584610,8.488884
20:12:37 11/19/2013,10.000000,5.000000,1.893909,4.572351,8.452108
20:12:43 11/19/2013,10.160000,5.000000,2.059397,4.609127,8.354042
20:12:48 11/19/2013,10.160000,5.000000,1.930684,4.627514,8.421464
20:12:53 11/19/2013,10.000000,5.000000,1.985846,4.682677,8.360169
20:12:59 11/19/2013,10.000000,5.000000,2.010363,4.676548,8.390815
20:13:04 11/19/2013,9.200000,5.000000,-0.373879,3.947176,8.850504
20:13:09 11/19/2013,8.000000,5.000000,-1.231961,3.223936,9.322450
20:13:22 11/19/2013,18.000000,5.000000,0.128712,-0.263554,9.904718
20:13:28 11/19/2013,18.000000,5.000000,0.153229,-0.300329,9.953752
20:13:33 11/19/2013,18.000000,5.000000,0.147100,-0.306458,9.953752
20:13:39 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:13:44 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:13:49 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:13:55 11/19/2013,18.000000,5.000000,0.153229,-0.330974,9.966010
20:14:00 11/19/2013,18.000000,5.000000,0.159358,-0.318716,9.947622
20:14:06 11/19/2013,18.000000,5.000000,0.153229,-0.311930,9.954408
20:14:11 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:14:16 11/19/2013,18.000000,5.000000,0.153229,-0.312587,9.966010
20:14:22 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:14:27 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:14:33 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:14:38 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:14:44 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:14:49 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:14:54 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.966010
20:15:00 11/19/2013,18.000000,5.000000,0.140971,-0.306458,9.966010
20:15:05 11/19/2013,18.000000,5.000000,0.153229,-0.300329,9.861814
20:15:11 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.966010
20:15:16 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:15:21 11/19/2013,18.000000,5.000000,0.153229,-0.300329,9.959881
20:15:27 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.935365
20:15:32 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:15:38 11/19/2013,18.000000,5.000000,0.153229,-0.312587,9.959881
20:15:43 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:15:49 11/19/2013,18.000000,5.000000,0.147100,-0.312587,9.941494
20:15:54 11/19/2013,18.000000,5.000000,0.153229,-0.312587,9.959881
20:15:59 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:16:05 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:16:10 11/19/2013,18.000000,5.000000,0.159358,-0.306458,9.953752
20:16:16 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:16:21 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.947622
20:16:26 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.947622
20:16:32 11/19/2013,18.000000,5.000000,0.147100,-0.306458,9.953752
20:16:37 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:16:43 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.947622
20:16:48 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:16:54 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:16:59 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:17:04 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.965353
20:17:10 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:17:15 11/19/2013,18.000000,5.000000,0.153229,-0.312587,9.959881
20:17:21 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:17:26 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:17:31 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:17:37 11/19/2013,18.000000,5.000000,0.159358,-0.306458,9.947622
20:17:42 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:17:48 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:17:53 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.953752
20:17:58 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.959881
20:18:04 11/19/2013,18.000000,5.000000,0.153229,-0.306458,9.972139
20:18:09 11/19/2013,18.000000,5.000000,0.140971,-0.324845,9.996655
20:18:15 11/19/2013,14.000000,5.000000,0.165487,-0.312587,9.959881
20:18:20 11/19/2013,15.076923,5.000000,0.147100,-0.337104,9.916977
20:18:26 11/19/2013,18.000000,5.000000,0.196133,-0.306458,9.966010
20:18:31 11/19/2013,16.230770,3.000000,0.239037,-0.300329,9.935365
20:18:36 11/19/2013,18.615385,5.000000,0.496462,-0.306458,9.953752
20:18:42 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:18:47 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.953752
20:18:53 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:18:58 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.966010
20:19:03 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.947622
20:19:09 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.959881
20:19:14 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:19:20 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.953752
20:19:25 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:19:31 11/19/2013,16.000000,5.000000,0.153229,-0.312587,9.959881
20:19:36 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:19:41 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:19:47 11/19/2013,16.000000,5.000000,0.239037,-0.306458,9.947622
20:19:52 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.966010
20:19:58 11/19/2013,16.000000,5.000000,0.220650,-0.306458,9.959881
20:20:03 11/19/2013,16.000000,5.000000,0.232908,-0.306458,9.947622
20:20:09 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.953752
20:20:14 11/19/2013,16.000000,5.000000,0.206066,-0.306458,9.959880
20:20:19 11/19/2013,16.000000,5.000000,0.208391,-0.306458,9.941494
20:20:25 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.941494
20:20:30 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.953752
20:20:36 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.966010
20:20:41 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.959881
20:20:47 11/19/2013,16.000000,5.000000,0.183875,-0.312587,9.959881
20:20:52 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.966010
20:20:57 11/19/2013,16.000000,5.000000,0.178767,-0.306458,9.953496
20:21:03 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.965775
20:21:08 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.966010
20:21:14 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:21:19 11/19/2013,16.000000,5.000000,0.159613,-0.306458,9.959881
20:21:25 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.947622
20:21:30 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:21:35 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.947622
20:21:41 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.947622
20:21:46 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:21:52 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.941494
20:21:57 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.966010
20:22:03 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:22:08 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:22:13 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:22:19 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:22:24 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:22:30 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.947622
20:22:35 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:22:41 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.941494
20:22:46 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.959881
20:22:51 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.953752
20:22:57 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:23:02 11/19/2013,16.000000,5.000000,0.208391,-0.306458,9.959881
20:23:08 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.953752
20:23:13 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:23:19 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:23:24 11/19/2013,19.538462,5.000000,0.177746,-0.306458,9.959881
20:23:29 11/19/2013,18.153847,5.000000,0.171616,-0.306458,9.959881
20:23:35 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.959881
20:23:40 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:23:46 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.947622
20:23:51 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:23:56 11/19/2013,17.384615,5.000000,0.165487,-0.306458,9.947622
20:24:02 11/19/2013,20.000000,5.000000,0.159358,-0.306458,9.947622
20:24:07 11/19/2013,20.000000,5.000000,0.171616,-0.306458,9.959881
20:24:13 11/19/2013,18.000000,5.000000,0.165487,-0.306458,9.959881
20:24:18 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.947622
20:24:24 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.966010
20:24:29 11/19/2013,16.000000,5.000000,0.171616,-0.300329,9.941494
20:24:34 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.947622
20:24:40 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.953752
20:24:45 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.966010
20:24:51 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:24:56 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.953752
20:25:02 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:25:07 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.959881
20:25:12 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:25:18 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:25:23 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:25:29 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.941494
20:25:34 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.941494
20:25:40 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.953752
20:25:45 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:25:50 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.947622
20:25:56 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.966010
20:26:01 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.941494
20:26:07 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.953752
20:26:12 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:26:17 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:26:23 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:26:28 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:26:34 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:26:39 11/19/2013,16.000000,5.000000,0.177746,-0.300329,9.959881
20:26:45 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:26:50 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:26:55 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.947622
20:27:01 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:27:06 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.953752
20:27:12 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.966010
20:27:17 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.947622
20:27:23 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.966010
20:27:28 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:27:33 11/19/2013,18.769230,5.000000,0.183875,-0.306458,9.959881
20:27:39 11/19/2013,18.307692,5.000000,0.153229,-0.306458,9.959881
20:27:44 11/19/2013,17.692308,5.000000,0.153229,-0.306458,9.953752
20:27:50 11/19/2013,20.000000,5.000000,0.153229,-0.306458,9.959881
20:27:55 11/19/2013,19.846153,5.000000,0.159358,-0.306458,9.953752
20:28:01 11/19/2013,20.000000,5.000000,0.159358,-0.306458,9.953752
20:28:06 11/19/2013,19.846153,5.000000,0.165487,-0.306458,9.947622
20:28:11 11/19/2013,17.384615,5.000000,0.159358,-0.306458,9.959881
20:28:17 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.953752
20:28:22 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.953752
20:28:28 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.947622
20:28:33 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.947622
20:28:39 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.953752
20:28:44 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.966010
20:28:49 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:28:55 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:29:00 11/19/2013,16.000000,5.000000,0.147100,-0.300329,9.996655
20:29:06 11/19/2013,16.000000,5.000000,0.171616,-0.300329,9.959881
20:29:11 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.947622
20:29:16 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.959881
20:29:22 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.941494
20:29:27 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.947622
20:29:33 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.953752
20:29:38 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:29:44 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.947622
20:29:49 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.953752
20:29:54 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.966010
20:30:00 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.947622
20:30:05 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.953752
20:30:11 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.959881
20:30:16 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.959881
20:30:22 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.966010
20:30:27 11/19/2013,16.000000,5.000000,0.208391,-0.306458,9.953752
20:30:32 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:30:38 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.953752
20:30:43 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.953752
20:30:49 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:30:54 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.953752
20:31:00 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.959881
20:31:05 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.959881
20:31:10 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.941494
20:31:16 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.947622
20:31:21 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.966010
20:31:27 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.953752
20:31:32 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.959881
20:31:38 11/19/2013,16.000000,5.000000,0.171616,-0.300329,9.978269
20:31:43 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.966010
20:31:48 11/19/2013,16.000000,5.000000,0.165487,-0.306458,9.959881
20:31:54 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.953752
20:31:59 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.953752
20:32:05 11/19/2013,16.000000,5.000000,0.197921,-0.300073,9.972650
20:32:10 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.959881
20:32:16 11/19/2013,16.000000,5.000000,0.159122,-0.306458,9.959881
20:32:21 11/19/2013,16.000000,5.000000,0.153229,-0.306458,9.966010
20:32:26 11/19/2013,16.153847,5.000000,0.159358,-0.306458,9.966010
20:32:32 11/19/2013,16.000000,5.000000,0.159358,-0.306458,9.953752
20:32:37 11/19/2013,16.000000,5.000000,0.165998,-0.306458,9.947112
20:32:43 11/19/2013,16.000000,5.000000,0.177746,-0.306458,9.947622
20:32:48 11/19/2013,16.461538,5.000000,0.067421,-0.312587,10.027301
20:32:53 11/19/2013,12.000000,5.000000,0.000000,-0.281941,9.812781
20:32:59 11/19/2013,16.240000,5.000000,0.245166,-0.318716,10.033431
20:33:04 11/19/2013,16.000000,5.000000,0.171616,-0.312587,9.947622
20:33:09 11/19/2013,16.000000,5.000000,0.190004,-0.312587,9.947622
20:33:15 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.959881
20:33:20 11/19/2013,16.799999,5.000000,0.153229,-0.312587,9.966010
20:33:26 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.953752
20:33:31 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.953752
20:33:36 11/19/2013,16.000000,5.000000,0.165016,-0.306458,9.953988
20:33:42 11/19/2013,16.000000,5.000000,0.171616,-0.306458,9.953752
20:33:47 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.959881
20:33:52 11/19/2013,16.000000,5.000000,0.190004,-0.306458,9.953752
20:33:58 11/19/2013,16.000000,5.000000,0.220650,-0.306458,9.959881
20:34:03 11/19/2013,16.000000,5.000000,0.202262,-0.306458,9.953752
20:34:08 11/19/2013,16.000000,5.000000,0.214520,-0.306458,9.941494
20:34:14 11/19/2013,16.000000,5.000000,0.183875,-0.306458,9.959881
20:34:19 11/19/2013,16.000000,5.000000,0.196133,-0.306458,9.953752
20:34:24 11/19/2013,16.000000,5.000000,0.208391,-0.306458,9.959881
